,text,star,Corrected_scent,app_id,reviewDate
2487,Live matches consume a lot of data and that is the reason why I have shifted to using the 100MB app to check the live scores.,5,"Live matches consume lots of data, and that is the reason why I have moved to using the 100mb app to check the live scores.",in.publicam.cricsquad,18/03/21
2488,"I am a big fan of cricket commentary and since the 100MB app provides a transcript of it as it happens, it is pretty fun to read.",5,"I am a big fan of cricket commentary, and since the 100mb app provides a transcript of it as it happens, it is pretty fun to read.",in.publicam.cricsquad,18/03/21
2489,"The match info on the 100MB app shows the playing team in details, as well as who won the toss and the score is updated live too!",5,"The match info on the 100mb app shows the playing team in details, as well as who won the toss, and the score is updated live too!",in.publicam.cricsquad,18/03/21
2490,The partnership table of the scorekeeper on the 100MB app is a pretty nifty way of showing the partnership! Kudos to the developers!,5,The partnership table of the scorekeeper on the 100mb app is a pretty neat way of showing the partnership! Kudos to the developers!,in.publicam.cricsquad,18/03/21
2491,I like to see the wagon wheel on the scorekeeper as it is very interesting and you can easily note the 4's and 6's that he has hit!,5,I like to see the wagon wheel on the scorekeeper as it is very interesting and you can easily note the 4's and 6'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''.,in.publicam.cricsquad,18/03/21
2492,what a game.....?,5,What a game?,in.publicam.cricsquad,17/03/21
2493,The scorekeeper of the 100MB app also shows a wagon wheel for the batsmen with the run and ball data along with 4's and sixes.,5,"The scorekeeper of the 100mb app also shows a wagon wheel for the batsmen, with the run and ball data along with 4'''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''''' and ""Seen''''.",in.publicam.cricsquad,18/03/21
2494,The scorekeeper on the 100MB app has a lot of features. It updates live and it also shows who is batting/bowling and also the run rate.,5,The scorekeeper on the 100mb app has lots of features. It updates live and it also shows who isbatting and rugby and also the run rate.,in.publicam.cricsquad,18/03/21
2495,"The scorekeeper on the 100MB app shows who's the batman and who's the bowler, as well as the umpires and the place - that is great!",5,"The scorekeeper on the 100mb app shows who's the batman and who's the bowler, as well as the umpires and the place - - - that is great!",in.publicam.cricsquad,18/03/21
2496,The score on the scorekeeper of the 100MB app updates live and it's a pretty good thing to have on the 100MB app if you askme.,5,"The score on the scorekeeper of the 100mb app updates live, and it's a pretty good thing to have on the 100mb app if you askme.",in.publicam.cricsquad,18/03/21
2497,I always liked the concept of getting to make my dream team on the app so I downloaded the 100MB app to play fantasy cricket.,5,"I always liked the concept of getting to make my dream team on the app, so I downloaded the 100mb app to play fantasy cricket.",in.publicam.cricsquad,18/03/21
2498,I like to play the fantasy cricket game on the 100MB app very much. I like the concept of getting to make dream teams for myself.,5,I like to play the fantasy cricket game on the 100mb app very much. I like the concept of getting to make dream teams for myself.,in.publicam.cricsquad,18/03/21
2499,Good,2,Good,in.publicam.cricsquad,18/03/21
2500,"When I go home from tuition, I am always on the 100MB app, either playing games or watching the score update live!",5,"When I go home from tuition, I am always on the $100mb app, either playing games or watching the score update live.",in.publicam.cricsquad,18/03/21
2501,The 100MB app scorekeeper blew me away. It has so many nifty details that a normal person would like it very much!,5,The 100mb app scorekeeper blew me away. It has so many new details that a normal person would like it very much.,in.publicam.cricsquad,18/03/21
2502,You can know about every tidbit of the match with the 100MB app scorekeeper. The app is very well-designed and I like it!,5,"You can know about every tidbit of the match with the 100mb app scorer, the app is very well designed, and I like it!",in.publicam.cricsquad,18/03/21
2503,The 100MB app has made a great scorekeeper and if you just take a look at it you will know about every detail of the match.,5,"The 100mb app has made a great scorekeeper, and if you just take a look at it you will know about every detail of the match.",in.publicam.cricsquad,18/03/21
2504,The 100MB app has some very fun games like cricket tambola and fantasy cricket and I could play them all day long if I wanted to.,5,"The 100mb app has some very fun games like cricket, tambola and fantasy cricket, and I could play them all day long if I wanted to.",in.publicam.cricsquad,18/03/21
2505,The 100MB app is the app to look out for if you want a very well-designed scoreboard and taking a glance at it will let you know about every detail.,5,The 100mb app is the app to look out for if you want a very well-designed scoreboard and taking a glance at it will let you know about every detail.,in.publicam.cricsquad,18/03/21
2506,The 100MB app has made it easy for me to check cricket scores on the go with its excellently built scoreboard with great features.,5,The 100mb app has made it easy for me to check cricket scores on the go with its excellently built scoreboard with great features.,in.publicam.cricsquad,18/03/21
2507,Play fantasy cricket and win exciting cash awards that will get you hooked like I am right now. Great app I must say!!,5,Play fantasy cricket and win exciting cash awards that will get you hooked like I am right now. Great app I must say!!,in.publicam.cricsquad,18/03/21
2508,Nice app Good game,5,"Nice app, Good Game.",in.publicam.cricsquad,18/03/21
2509,Nice,5,Nice.,com.linecorp.b612.android,18/03/21
2510,Nice,1,Nice.,com.linecorp.b612.android,18/03/21
2511,Good,5,Good,com.linecorp.b612.android,18/03/21
2512,Nice aap,5,Nice Ap.,com.linecorp.b612.android,18/03/21
2513,Nice👍,5,Nice,com.linecorp.b612.android,18/03/21
2514,Good,5,Good,com.linecorp.b612.android,18/03/21
2515,Ok,5,Ok.,com.linecorp.b612.android,18/03/21
2516,𝐯𝐞𝐫𝐲 𝐧𝐢𝐜𝐞 𝐚𝐚𝐩... 𝐚𝐧𝐝 𝐚𝐥𝐬𝐨 𝐦𝐲 𝐟𝐚𝐯... 𝐢 𝐥𝐢𝐤𝐞 𝐭𝐡𝐢𝐬 𝐚𝐚𝐩 𝐯𝐞𝐫𝐲 𝐦𝐮𝐜𝐡...❤❤,5,Very nice aap... and also my fav... I like this aap very much...,com.linecorp.b612.android,18/03/21
2517,It is very gd app...but the disadvantage of this app is after editing the quality of the picture decreases that's why I give 3 star,3,"It is very gd app...but the disadvantage of this app is after editing the quality of the picture decreases, that's why I give 3 star.",com.linecorp.b612.android,18/03/21
2518,I love this app because this app is so good,5,I love this app because this app is so good.,com.linecorp.b612.android,18/03/21
2519,Very nice,5,Very nice.,com.linecorp.b612.android,18/03/21
2520,The app is amazing. Everything is perfect. But I have one question: Is it safe to use thetunes which are provided for video editing. I mean in terms of copyright. I just wanna avoid copyright infringements. Thank you. I'll wait for your response.,5,The app is amazing. Everything is perfect. But I have one question: I'm sure to use the tunes which are provided for video editing.,com.linecorp.b612.android,18/03/21
2521,Nice,5,Nice.,com.linecorp.b612.android,18/03/21
2522,Ooo,3,Oooo.,com.linecorp.b612.android,18/03/21
2523,It's good but some times borinh,4,"It's good, but some times boring.",com.linecorp.b612.android,18/03/21
2524,Cool 😎 to the same to you 😊😂😊🤣,5,Cool  to the same to you.,com.linecorp.b612.android,18/03/21
2525,Preety,5,Preety,com.linecorp.b612.android,18/03/21
2526,"nice appa,",5,nice appa.,com.linecorp.b612.android,18/03/21
2527,👍,5,,com.linecorp.b612.android,18/03/21
2528,Best,5,Best,com.linecorp.b612.android,18/03/21
2529,I think its better for me,5,I think it's better for me.,com.linecorp.b612.android,18/03/21
2530,Best editing app,5,Best editing app.,com.linecorp.b612.android,18/03/21
2531,I love this app so good and fantastik app,5,I love this app so good and fantastik app.,com.linecorp.b612.android,18/03/21
2532,Good,5,Good,com.linecorp.b612.android,18/03/21
2533,😔😔😔😔,1,,com.linecorp.b612.android,18/03/21
2534,Nice app,5,Nice app.,com.linecorp.b612.android,18/03/21
2535,Its is good app,4,It's good app.,com.linecorp.b612.android,18/03/21
2536,It's is bautiful,5,It's 'builtup'.,com.linecorp.b612.android,18/03/21
2537,It's very good to editing and I love this app,5,It's very good to editing and I love this app.,com.linecorp.b612.android,18/03/21
2538,Cool app ever 😎,3,Cool app ever,com.linecorp.b612.android,18/03/21
2539,amazing,5,Amazing,com.linecorp.b612.android,18/03/21
2540,Goot,4,Goot.,com.linecorp.b612.android,18/03/21
2541,👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌,5,,com.linecorp.b612.android,18/03/21
2542,Good,5,Good,com.linecorp.b612.android,18/03/21
2543,nice,1,nice.,com.linecorp.b612.android,18/03/21
2544,Best,5,Best,com.linecorp.b612.android,18/03/21
2545,Best,5,Best,com.linecorp.b612.android,18/03/21
2546,Ok,5,Ok.,com.linecorp.b612.android,18/03/21
2547,"Uff, 😍i love itt,,.. This apps may provide uh whatever u needed to make ur profile awesome.. It was an amazing app.. Tq",5,"uff, i love itt,, and.. This apps may provide uh whatever u needed to make ur profile awesome.......................................",com.linecorp.b612.android,18/03/21
2548,This is the best test photos clicker B6 12 is my favourite app to click my photos best this is too good,5,"This is the best test photos clicker B6-12 is my favourite app to click my photos best, this is too good.",com.linecorp.b612.android,18/03/21
2549,Good app with no addvertisement so but work slow,4,"Good app with no addvertisement, so but work slow.",com.linecorp.b612.android,18/03/21
2550,good,4,good.,com.linecorp.b612.android,18/03/21
2551,Wow...,5,Wow...,com.linecorp.b612.android,18/03/21
2552,It is most interesting and excellent app bcz easy to use and good facilities ☺☺,5,"It is most interesting and excellent app, bcz, easy to use, and good facilities.",com.linecorp.b612.android,18/03/21
2553,Op pic,5,Op pic,com.linecorp.b612.android,18/03/21
2554,Uh,3,Uh.,com.linecorp.b612.android,18/03/21
2555,Beautifull app 💟❤️👆🏻😍😘🙏🏻👍,5,Beautiful app,com.linecorp.b612.android,18/03/21
2556,Very good app I am also using this app,5,"Very good app, I am also using this app.",com.linecorp.b612.android,18/03/21
2557,Great app,5,Great app.,com.linecorp.b612.android,18/03/21
2558,Best camera app B612,5,Best camera app B6.12.,com.linecorp.b612.android,18/03/21
2559,Hi nice app,5,"Hi, nice app.",com.linecorp.b612.android,18/03/21
2560,Super,5,Super,com.linecorp.b612.android,18/03/21
2561,This app is very funny and interesting 😇😇😇,3,This app is very funny and interesting.,com.linecorp.b612.android,18/03/21
2562,Good,5,Good,com.linecorp.b612.android,18/03/21
2563,Woooow,5,Woow.,com.linecorp.b612.android,18/03/21
2564,I love this app now i have downloaded,5,I love this app now i have downloaded.,com.linecorp.b612.android,18/03/21
2565,Rate this app and rate this dailocks,5,Rate this app and rate this dailocks.,com.linecorp.b612.android,18/03/21
2566,old vergen is good new vergen is bad,3,"Old vergen is good, new vergen is bad.",com.linecorp.b612.android,18/03/21
2567,Nice app,5,Nice app.,com.linecorp.b612.android,18/03/21
2568,Very gooooood,5,Very gooooood.,com.linecorp.b612.android,18/03/21
2569,Because,5,Because.,com.linecorp.b612.android,18/03/21
2570,it is litlery so amazing it's filter is so good,5,It is litery so amazing it's filter is so good.,com.linecorp.b612.android,18/03/21
2571,MARVALLOUS,5,Marvillous -,com.linecorp.b612.android,18/03/21
2572,Very bad,1,Very bad.,com.linecorp.b612.android,18/03/21
2573,Good app,5,Good app.,com.linecorp.b612.android,18/03/21
2574,is to good💗,1,Is to good?,com.linecorp.b612.android,18/03/21
2575,Hello Vmvmo,5,Hello Vmvmo.,com.linecorp.b612.android,18/03/21
2576,This app is amazing. It has lots of filters.,5,"This app is amazing, it has lots of filters.",com.linecorp.b612.android,18/03/21
2577,Amazing camera,5,Amazing camera,com.linecorp.b612.android,18/03/21
2578,Best camera and editer,5,Best camera and editer.,com.linecorp.b612.android,18/03/21
2579,"Amazing app,!!",5,Amazing app!,com.linecorp.b612.android,18/03/21
2580,😉😉😉 wow wow ☺☺😃😃,5,Wow Wow,com.linecorp.b612.android,18/03/21
2581,Sexy girls team releted to the question is not working properly and the shoes was torned a very nice bro please find the attachment of my pan is on the product and the question of your face to face interview with small boy and a user's manual for example if a very happy with the product and services that can i see the product still not sure how to make money by simply call or text if a very happy with the question is not coming from a user's manual and automation testing to to ty the question of,1,"Sexual girls' team relegated to the question is not working properly, and the shoes was torned a very nice bro. Please find the attachment of my pan is on the product and the question of your face-to-face interview with small boy and a user's manual (for example, if a very happy with the product and services that can i see the product still not sure how to make money by simply call or text if a very happy with the question is not coming from a user's manual and automation testing to to tie the question of:",com.linecorp.b612.android,18/03/21
2582,V good app for clicking pics,5,V good app for clicking pics.,com.linecorp.b612.android,18/03/21
2583,Nice app,5,Nice app.,com.linecorp.b612.android,18/03/21
2584,Nice and zbrdast,5,Nice and zbr&rd;st;,com.linecorp.b612.android,18/03/21
2585,Ok good,2,Ok good.,com.linecorp.b612.android,18/03/21
2586,Nice app,5,Nice app.,com.linecorp.b612.android,18/03/21
2587,It's nice,5,It's nice.,com.linecorp.b612.android,18/03/21
2588,I love this app.......🥰🥰,5,I love this app...............................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................................,com.linecorp.b612.android,18/03/21
2589,Worst,1,Worst,com.linecorp.b612.android,18/03/21
2590,A1,5,a.1),com.linecorp.b612.android,18/03/21
2591,I love this app cuz I do amazing editing with it I even prank people by doing editing,5,"I love this app cuz I do amazing editing with it, I even quote people by doing editing.",com.linecorp.b612.android,18/03/21
2592,Nice app,3,Nice app.,com.linecorp.b612.android,18/03/21
2593,Nica,4,Nica,com.linecorp.b612.android,18/03/21
2594,Good,5,Good,com.linecorp.b612.android,18/03/21
2595,Very very useful,5,Very useful.,com.linecorp.b612.android,18/03/21
2596,photo grafey,5,photo grafey,com.linecorp.b612.android,18/03/21
2597,I like it.,5,I like it.,com.linecorp.b612.android,18/03/21
2598,Bast app,5,Bast app.,com.linecorp.b612.android,18/03/21
2599,I am in love with this app for clicking pictures.. Sp beautiful features to use.. 🥰 LOVED it 💕💕💫,4,I am in love with this app for clicking pictures.,com.linecorp.b612.android,18/03/21
2600,Nice aap 😁😁😁😁👌👌🧑🕺,5,Nice Apip,com.linecorp.b612.android,18/03/21
2601,Dame cool plus the bt21 eek soo coool borahae,5,Dame cool plus the bt21 eek soo cooolborahae.,com.linecorp.b612.android,18/03/21
2602,Good,5,Good,com.linecorp.b612.android,18/03/21
2603,I love this app so much my sister also like this app so much 🥰🥰,5,"I love this app so much, my sister also like this app so much.",com.linecorp.b612.android,18/03/21
2604,😍😍😍😍😍😍😍❤❤❤❤❤❤💕💕💕💕,5,,com.linecorp.b612.android,18/03/21
2605,I love it❤️,5,I love it.,com.linecorp.b612.android,18/03/21
2606,"Pubj is very super game . But thoes graphic are low in the game, costumes graphics are low.but the game is same to our real life war",4,Pubj is very super game.,com.tencent.iglite,18/03/21
2607,Game is good I am like game,5,"Game is good, I am like game.",com.tencent.iglite,18/03/21
2608,My life my pubg Always play this game 8hrs And i fell this game pubg mobile and pubg lite 2 best pubg mobile 100% Pubg lite - 60% 100milion + download this game My life BEST GAME PUBG ❤,5,"My life: My pubg Always play this game 8hrs, And I fell this game pubg mobile and pubg lite 2 best pubg mobile 100% pubg lite - - 60% 100milion + + download this game: My life best game pubg -",com.tencent.iglite,18/03/21
2609,STARANONYMOUS,5,Staranonymous,com.tencent.iglite,18/03/21
2610,Wow,5,Wow.,com.tencent.iglite,18/03/21
2611,PUBG is the best of all,5,Pubb is the best of all.,com.tencent.iglite,18/03/21
2612,as,4,as.,com.tencent.iglite,18/03/21
2613,Its the lovely lovely game but this game is i think this game is lockl game i am soo sory but its true,5,"It's the lovely, lovely game, but this game is i think this game is lockl game i am soo sory but it's true.",com.tencent.iglite,18/03/21
2614,This is good game I playing 2021,5,This is good game I playing 20.21.,com.tencent.iglite,18/03/21
2615,"This is amazing 👍.I was download many shooting games over the palystore,google but when download Punj lite.....it's amazing experience...Thanks for Creater... keep it... 🫂",5,"This is amazing.I was download many shooting games over the palystore,google, but when download Punj lite.....it's amazing experience...Thanks for Creator... keep it...",com.tencent.iglite,18/03/21
2616,This game is awesome but plz come back India,5,"This game is amazing, but plz come back India.",com.tencent.iglite,18/03/21
2617,Perfect 💓,5,Perfect,com.tencent.iglite,18/03/21
2618,It's a good one game 😜,5,It's a good one game.,com.tencent.iglite,18/03/21
2619,My Rank is gilich please Fix,4,"My rank is gilich, please fix.",com.tencent.iglite,18/03/21
2620,good game,5,good game.,com.tencent.iglite,18/03/21
2621,Best game i ever played,5,Best game I ever played.,com.tencent.iglite,18/03/21
2622,Bestest game in the world,5,Best game in the world.,com.tencent.iglite,18/03/21
2623,it is fun,3,It is fun.,com.tencent.iglite,18/03/21
2624,Nice game,5,Nice game.,com.tencent.iglite,18/03/21
2625,Acga game 🎮 First time,5,Acga game  First time.,com.tencent.iglite,18/03/21
2626,Ok,3,Ok.,com.tencent.iglite,18/03/21
2627,Please give a new update please in Vaverange,5,Please give a new update please in Vaverange.,com.tencent.iglite,18/03/21
2628,It is really a good game but it's problem is lagging and I request to you that tdm wharehouse is came back in game,4,"It is really a good game, but it's problem isagging, and I request to you that tdm wharhouse is came back in game.",com.tencent.iglite,18/03/21
2629,This is not like pubg mobile,2,This is not like pubg mobile.,com.tencent.iglite,18/03/21
2630,"Sar sar sar plz plz plz, remove RPG",1,"Sar Sar Sar plz plz plz, remove RPG.",com.tencent.iglite,18/03/21
2631,I don't like this game.so bad.,1,I don't like this game.,com.tencent.iglite,18/03/21
2632,اعوي لعبه شفتها بحياتي,1,,com.tencent.iglite,18/03/21
2633,I love you pub g,5,I love you pub g.,com.tencent.iglite,18/03/21
2634,🖕,5,,com.tencent.iglite,18/03/21
2635,Nice battle game,5,Nice Battle Game.,com.tencent.iglite,18/03/21
2636,We want some changes in game ms is going too high and mathing is takhin to much time for starting and we also want second tdm in pubg Mobile Lite so kindley solve our problems,2,"We want some changes in game ms is going too high and mathing is takhin to much time for starting, and we also want second tdmm in pubg mobile Lite, so kindley solve our problems.",com.tencent.iglite,18/03/21
2637,Its fun but its hunging plz fix it as soon as possible,3,"It's fun, but it's hanging plz as soon as possible.",com.tencent.iglite,18/03/21
2638,Best game,5,Best Game,com.tencent.iglite,18/03/21
2639,THE GAME IS PERFECT BYT THEY STINGY VERY STINGY WITH MONEY,5,"The game is perfect byt they stingy, very stingy with money.",com.tencent.iglite,18/03/21
2640,Good good,5,Good good.,com.tencent.iglite,18/03/21
2641,nice choice,4,nice choice.,com.tencent.iglite,18/03/21
2642,Abdul hadi,1,Abdul Hadi,com.tencent.iglite,18/03/21
2643,"Wonderful game, would highly recommend it I like it...",5,"Great game, would highly recommend it, I like it...",com.tencent.iglite,18/03/21
2644,It great but it bug and in other update put warehouse and some beer some bird also and in the sea put sharks it will be great to play,5,"It great, but it bug and in other update put warehouse and some beer, some bird, also and in the sea put sharks it will be great to play.",com.tencent.iglite,18/03/21
2645,Nyc 🎮,5,Nyc,com.tencent.iglite,18/03/21
2646,Nice,5,Nice.,com.tencent.iglite,18/03/21
2647,I love this game,5,I love this game.,com.tencent.iglite,18/03/21
2648,Yes OK,5,"Yes, OK.",com.tencent.iglite,18/03/21
2649,"The game is very heavy on weak devices,and there is a lot of screen cutting and it does not provide any connection to the weak devices.the game becomes complex it isn't Lite anymore There lots mode for us to play. The lenthg of a game has Ben increasing since this app is established.",5,"The game is very heavy on weak devices,and there is a lot of screen cutting and it does not provide any connection to the weak devices.The game becomes complex, it isn't Lite anymore there lots mode for us to play. The lenthg of a game has Ben increasing since this app is established.",com.tencent.iglite,18/03/21
2650,puagg,1,Puagg,com.tencent.iglite,18/03/21
2651,Very good😀😀😀😀😀😃😃😃😃😃😃😃😀😀😄😄😃😃😀😀,5,Very good,com.tencent.iglite,18/03/21
2652,Please add room card in clan,5,Please add room card in clan.,com.tencent.iglite,18/03/21
2653,Adilkhan. My mobli samll,5,Adilkhan - my mobli samll.,com.tencent.iglite,18/03/21
2654,This game is really starting to get boring. I'm about to delete it now I'm the next five days,5,This game is really starting to get boring. I'm about to delete it now. I'm the next five days.,com.tencent.iglite,18/03/21
2655,FREE FIRE KR LO AP SARE FF IS BEST GAME,5,"Free Fire (Kr, Lo, Ap, Sare, FF) is best game.",com.tencent.iglite,18/03/21
2656,Like very much,5,Like very much.,com.tencent.iglite,18/03/21
2657,This game is not a game It is 🙄 🤔 🤔 🤔 🤔 Speechless 🤐,5,This game is not a game; it is     Speechless,com.tencent.iglite,18/03/21
2658,Please open the gun cliam,5,Please open the gun cliam.,com.tencent.iglite,18/03/21
2659,this is best game but i like tdm and tdm warehouse was deleted when? tdm warehouse will return?,2,"This is best game, but i like tdmm and tdmm warehouse was deleted when? tdmm warehouse will return?",com.tencent.iglite,18/03/21
2660,Fun,5,Fun,com.tencent.iglite,18/03/21
2661,Aliyan,1,Aliyan,com.tencent.iglite,18/03/21
2662,It us very good game,5,It's very good game.,com.tencent.iglite,18/03/21
2663,Jutt,5,Jutt.,com.tencent.iglite,18/03/21
2664,👌👌👍👈😱,5,,com.tencent.iglite,18/03/21
2665,Naice,5,Naice -,com.tencent.iglite,18/03/21
2666,Good,5,Good,com.tencent.iglite,18/03/21
2667,Very bad because tdm mode is also gone i donot like this game now. The controls are not good.,1,"Very bad, because tdm mode is also gone, i do not like this game now. The controls are not good.",com.tencent.iglite,18/03/21
2668,Ain't good without tdm,3,Ain't good without tdmm.,com.tencent.iglite,18/03/21
2669,Good g,4,Good g.,com.tencent.iglite,18/03/21
2670,সেই,5,,com.tencent.iglite,18/03/21
2671,Rocky Mantal plzzzzzzzz,5,Rocky Mantal Plzzzzzzzz,com.tencent.iglite,18/03/21
2672,I love this game💚,5,I love this game.,com.tencent.iglite,18/03/21
2673,اللعبه دي ممتعه وحلوه قوي,3,,com.tencent.iglite,18/03/21
2674,Nice game,5,Nice game.,com.tencent.iglite,18/03/21
2675,Not bad,3,Not bad.,com.tencent.iglite,18/03/21
2676,Zahid Ali,1,Zahid Ali,com.tencent.iglite,18/03/21
2677,العبه حلو بس نمة بدي العب فيها يطلعلي هي العلامة ⚠ او يمكن ازا صارت يطلعلي الوقت متل هي ⬇ ويبلش لحته يقولو finish مشان الله حلولها مشان الله 😢 بلييز,5,,com.tencent.iglite,18/03/21
2678,Best game,5,Best Game,com.tencent.iglite,18/03/21
2679,Good,5,Good,com.tencent.iglite,18/03/21
2680,Tdm,5,Tdm -,com.tencent.iglite,18/03/21
2681,Good game,5,Good game.,com.tencent.iglite,18/03/21
2682,Fix gyro asap,1,Fix Gyro asap.,com.tencent.iglite,18/03/21
2683,Good,5,Good,com.tencent.iglite,18/03/21
2684,I like this PUBG,5,I like this pup.,com.tencent.iglite,18/03/21
2685,Gohar Ali Maher,5,Gohar Ali Maher,com.tencent.iglite,18/03/21
2686,Mehboob,4,Mehboob,com.tencent.iglite,18/03/21
2687,very nice,5,Very nice.,com.tencent.iglite,18/03/21
2688,Tbm Mord Ple Good Kya. Boy ❤,5,Tbmm Mord Ple Good Kya.,com.tencent.iglite,18/03/21
2689,Nice,5,Nice.,com.tencent.iglite,18/03/21
2690,Palpitation a dick with 2 months and America you know,5,Palpitation a Dick with 2 months and America you know.,com.tencent.iglite,18/03/21
2691,Top,5,Top,com.tencent.iglite,18/03/21
2692,m.Awais Zahid,5,m.Awais Zahid.,com.tencent.iglite,18/03/21
2693,Super,5,Super,com.tencent.iglite,18/03/21
2694,I can't find tdm match 🥺🥺🥺,3,I can't find tdm match,com.tencent.iglite,18/03/21
2695,Good game for gamers but some problem i have good internet but my game not work properly please solve this problem from game.,5,"Good Game for gamers, but some problem i have good internet, but my game not work properly please solve this problem from game.",com.tencent.iglite,18/03/21
2696,niceee but new when update 0.21.0 kab,5,"niceee, but new when update 0.1.0 kabb.",com.tencent.iglite,18/03/21
2697,Nothing just fix ping problem please please. Or the game wil die soon.,1,Nothing just ping problem please please.,com.tencent.iglite,18/03/21
2698,Bomba 27 kill les zordu adim EltunEliyev333 du vs atin,5,Bomba (27) kill the zordu adim EltunEliyev (333 du vs atin.,com.tencent.iglite,18/03/21
2699,pubg,4,pubg,com.tencent.iglite,18/03/21
2700,Pro player,5,Pro player,com.tencent.iglite,18/03/21
2701,🥰🥰🥰🥰🥰🥰,1,,com.tencent.iglite,18/03/21
2702,Game is so lagging,1,Game is soagging.,com.tencent.iglite,18/03/21
2703,i want to gro my account,5,I want to gro my account.,com.tencent.iglite,18/03/21
2704,good game,5,good game.,com.king.candycrushsodasaga,18/03/21
2705,Like the graphics,5,Like the graphics.,com.king.candycrushsodasaga,18/03/21
2706,My name is Rinku kumar,5,My name is Rinku Kumar.,com.king.candycrushsodasaga,18/03/21
2707,Its fun and enjoyable,3,It's fun and enjoyable.,com.king.candycrushsodasaga,18/03/21
2708,It's a game of luck many times.. it's not following its genuine rules.. many times a simple level took more than 10 attempt and a hard level crossed with in 1 attempt with much moves left.,1,It's a game of luck many times. It's not following its genuine rules.,com.king.candycrushsodasaga,18/03/21
2709,This is the worst game for time lose of every one don't play any one like me for ur expansive time don't waste ur time this is my humble request to you please,1,"This is the worst game for time, lose of every one don't play any one like me for ur expansive time, don't waste time. This is my humble request to you please.",com.king.candycrushsodasaga,18/03/21
2710,It is so fun im only 15 Lmao,5,"It is so fun, im only 15 lmao.",com.king.candycrushsodasaga,18/03/21
2711,Good,5,Good,com.king.candycrushsodasaga,18/03/21
2712,Fun,5,Fun,com.king.candycrushsodasaga,18/03/21
2713,Amazing,5,Amazing,com.king.candycrushsodasaga,18/03/21
2714,ABBAS Zohrain,1,Abbas Zohrain,com.king.candycrushsodasaga,18/03/21
2715,Rokey,5,Rokey,com.king.candycrushsodasaga,18/03/21
2716,Please give files,5,Please give files.,com.king.candycrushsodasaga,18/03/21
2717,Osm,5,Osm,com.king.candycrushsodasaga,18/03/21
2718,Great game,5,Great Game,com.king.candycrushsodasaga,18/03/21
2719,Awesome,5,Awesome.,com.king.candycrushsodasaga,18/03/21
2720,Play the game every day,5,Play the game every day.,com.king.candycrushsodasaga,18/03/21
2721,What are you doing to stop this game from freezing this game is still freezing and it takes your progress,1,What are you doing to stop this game from freezing This game is still freezing and it takes your progress.,com.king.candycrushsodasaga,18/03/21
2722,Good Good Ful Ksdu,5,Good Good Ful Ksdu.,com.king.candycrushsodasaga,18/03/21
2723,Supr,2,Supr.,com.king.candycrushsodasaga,18/03/21
2724,Good,5,Good,com.king.candycrushsodasaga,18/03/21
2725,Happy,3,Happy,com.king.candycrushsodasaga,18/03/21
2726,Sexy,5,Sexy.,com.king.candycrushsodasaga,18/03/21
2727,Rudra,5,Rudra -,com.king.candycrushsodasaga,18/03/21
2728,Enjoying your game . Thanx much. Having fun.Happy Easter. Merry xmas. Still fun. Happy St. Patricks Day. And Happy Easter.,5,Enjoying your game.............................................................................................................................,com.king.candycrushsodasaga,18/03/21
2729,Good,5,Good,com.king.candycrushsodasaga,18/03/21
2730,Fun game,5,Fun game.,com.king.candycrushsodasaga,18/03/21
2731,All the best,1,All the best.,com.king.candycrushsodasaga,18/03/21
2732,Good,5,Good,com.king.candycrushsodasaga,18/03/21
2733,Sweet candy soda,5,Sweet candy soda.,com.king.candycrushsodasaga,18/03/21
2734,I like candy crush saga because It is indian 🎮🎮,4,I like candy crush saga because it is Indian.,com.king.candycrushsodasaga,18/03/21
2735,Amazing game better version of candy crush,5,"Amazing game, better version of candy crush.",com.king.candycrushsodasaga,18/03/21
2736,Yes yep,5,"Yes, Yep.",com.king.candycrushsodasaga,18/03/21
2737,Excellent grame will let my frends no about candy crush soda and to have a go they will enjoy it xxxxx,5,Excellent grame will let my frends no about candy crush soda and to have a go they will enjoy it (xxxxx).,com.king.candycrushsodasaga,18/03/21
2738,Good game,5,Good game.,com.king.candycrushsodasaga,18/03/21
2739,Nice game,5,Nice game.,com.king.candycrushsodasaga,18/03/21
2740,So much fuuuuuun Entertaining,5,So much fuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuun Entertaining,com.king.candycrushsodasaga,18/03/21
2741,Nice game,5,Nice game.,com.king.candycrushsodasaga,18/03/21
